"","FTHGf1","FTHGf2","FTHGf3","FTHGf4","FTHGf5","FTHGf6","FTHGf7","FTHGf8","FTHGa1","FTHGa2","FTHGa3","FTHGa4","FTHGa5","FTHGa6","FTHGa7","FTHGa8","FTAGf1","FTAGf2","FTAGf3","FTAGf4","FTAGf5","FTAGf6","FTAGf7","FTAGf8","FTAGa1","FTAGa2","FTAGa3","FTAGa4","FTAGa5","FTAGa6","FTAGa7","FTAGa8","HSf1","HSf2","HSf3","HSf4","HSf5","HSf6","HSf7","HSf8","HSa1","HSa2","HSa3","HSa4","HSa5","HSa6","HSa7","HSa8","ASf1","ASf2","ASf3","ASf4","ASf5","ASf6","ASf7","ASf8","ASa1","ASa2","ASa3","ASa4","ASa5","ASa6","ASa7","ASa8","HSTf1","HSTf2","HSTf3","HSTf4","HSTf5","HSTf6","HSTf7","HSTf8","HSTa1","HSTa2","HSTa3","HSTa4","HSTa5","HSTa6","HSTa7","HSTa8","ASTf1","ASTf2","ASTf3","ASTf4","ASTf5","ASTf6","ASTf7","ASTf8","ASTa1","ASTa2","ASTa3","ASTa4","ASTa5","ASTa6","ASTa7","ASTa8","HCf1","HCf2","HCf3","HCf4","HCf5","HCf6","HCf7","HCf8","HCa1","HCa2","HCa3","HCa4","HCa5","HCa6","HCa7","HCa8","ACf1","ACf2","ACf3","ACf4","ACf5","ACf6","ACf7","ACf8","ACa1","ACa2","ACa3","ACa4","ACa5","ACa6","ACa7","ACa8","Y"
"24",3,2.2,2.04,2.008,0.4016,1.68032,0.336064,0.8672128,2,1.2,2.64,1.328,1.8656,1.17312,0.234624,0.8469248,3,2.2,2.04,2.008,0.4016,1.68032,0.336064,0.8672128,2,1.2,2.64,1.328,1.8656,1.17312,0.234624,0.8469248,17,17,14.6,10.92,14.184,11.6368,7.92736,9.585472,12,8.8,12.96,7.392,11.0784,9.41568,9.883136,7.5766272,17,17,14.6,10.92,14.184,11.6368,7.92736,9.585472,12,8.8,12.96,7.392,11.0784,9.41568,9.883136,7.5766272,8,4.8,5.76,4.352,1.6704,2.73408,2.146816,2.8293632,6,2.8,6.16,2.832,3.7664,2.35328,2.870656,2.1741312,8,4.8,5.76,4.352,1.6704,2.73408,2.146816,2.8293632,6,2.8,6.16,2.832,3.7664,2.35328,2.870656,2.1741312,2,3.6,5.52,5.104,5.0208,1.00416,1.800832,1.9601664,4,4,5.6,5.12,6.624,5.3248,3.46496,3.892992,6,10,5.2,4.24,7.248,2.2496,1.24992,5.049984,3,3,2.2,4.44,8.088,8.8176,9.76352,9.952704,20
"25",0,1.6,0.32,0.064,0.8128,3.36256,0.672512,1.7345024,4,1.6,2.72,1.344,0.2688,0.85376,1.770752,1.9541504,0,1.6,0.32,0.064,0.8128,3.36256,0.672512,1.7345024,4,1.6,2.72,1.344,0.2688,0.85376,1.770752,1.9541504,5,7.4,7.08,7.016,5.4032,12.28064,9.656128,9.1312256,18,10.8,14.16,10.832,17.3664,13.07328,12.214656,12.0429312,5,7.4,7.08,7.016,5.4032,12.28064,9.656128,9.1312256,18,10.8,14.16,10.832,17.3664,13.07328,12.214656,12.0429312,2,3.6,1.52,1.904,1.9808,6.79616,2.159232,2.8318464,7,3,7,4.6,4.92,2.584,5.3168,4.26336,2,3.6,1.52,1.904,1.9808,6.79616,2.159232,2.8318464,7,3,7,4.6,4.92,2.584,5.3168,4.26336,2,2.8,2.96,2.992,3.7984,4.75968,4.951936,5.7903872,4,9.6,5.92,3.584,6.3168,2.86336,2.972672,4.5945344,8,8,3.2,1.44,2.688,1.3376,8.26752,4.853504,5,3.4,3.88,7.176,8.6352,4.92704,4.185408,0.8370816,6
"26",1,0.2,2.44,2.088,3.6176,2.32352,0.464704,1.6929408,0,0.8,1.76,1.952,1.1904,1.03808,0.207616,1.6415232,1,0.2,2.44,2.088,3.6176,2.32352,0.464704,1.6929408,0,0.8,1.76,1.952,1.1904,1.03808,0.207616,1.6415232,11,15,15.8,16.76,16.152,13.6304,10.72608,11.745216,7,9.4,9.08,9.816,6.7632,6.95264,6.990528,8.5981056,11,15,15.8,16.76,16.152,13.6304,10.72608,11.745216,7,9.4,9.08,9.816,6.7632,6.95264,6.990528,8.5981056,3,2.2,4.44,5.688,8.3376,4.86752,3.373504,3.8747008,4,4,4.8,3.36,1.472,2.6944,2.13888,2.827776,3,2.2,4.44,5.688,8.3376,4.86752,3.373504,3.8747008,4,4,4.8,3.36,1.472,2.6944,2.13888,2.827776,5,8.2,7.24,4.648,6.5296,4.50592,3.301184,4.6602368,5,3.4,4.68,3.336,3.0672,6.21344,2.842688,5.3685376,9,7.4,4.68,6.536,6.9072,4.58144,8.116288,7.2232576,4,5.6,2.72,6.944,4.5888,1.71776,2.743552,2.1487104,8
"27",0,1.6,1.92,1.184,1.0368,1.00736,5.801472,1.9602944,2,0.4,1.68,1.936,3.5872,2.31744,0.463488,1.6926976,0,1.6,1.92,1.184,1.0368,1.00736,5.801472,1.9602944,2,0.4,1.68,1.936,3.5872,2.31744,0.463488,1.6926976,12,14.4,10.88,12.576,7.3152,8.66304,20.932608,18.5865216,18,17.2,16.24,12.848,15.3696,11.87392,7.974784,16.7949568,12,14.4,10.88,12.576,7.3152,8.66304,20.932608,18.5865216,18,17.2,16.24,12.848,15.3696,11.87392,7.974784,16.7949568,6,6.8,6.16,5.232,1.8464,1.96928,9.993856,8.3987712,9,5.8,5.16,3.432,7.8864,3.97728,2.395456,4.4790912,6,6.8,6.16,5.232,1.8464,1.96928,9.993856,8.3987712,9,5.8,5.16,3.432,7.8864,3.97728,2.395456,4.4790912,4,4.8,3.36,5.472,3.4944,4.69888,7.339776,7.0679552,7,4.6,6.52,3.704,6.3408,1.26816,3.453632,5.4907264,4,3.2,9.44,4.288,3.2576,2.25152,4.450304,4.0900608,2,2.8,0.56,3.312,6.2624,5.25248,5.850496,9.9700992,12
"28",4,2.4,1.28,1.856,1.9712,2.79424,4.558848,3.3117696,0,0,0.8,0.96,0.192,0.8384,0.16768,0.833536,4,2.4,1.28,1.856,1.9712,2.79424,4.558848,3.3117696,0,0,0.8,0.96,0.192,0.8384,0.16768,0.833536,19,17.4,17.08,19.416,14.2832,11.65664,19.131328,22.2262656,7,10.2,9.24,14.648,10.1296,10.82592,9.365184,8.2730368,19,17.4,17.08,19.416,14.2832,11.65664,19.131328,22.2262656,7,10.2,9.24,14.648,10.1296,10.82592,9.365184,8.2730368,13,9,5,5,3.4,5.48,9.896,10.7792,2,3.6,4.72,4.944,2.5888,2.11776,2.823552,1.3647104,13,9,5,5,3.4,5.48,9.896,10.7792,2,3.6,4.72,4.944,2.5888,2.11776,2.823552,1.3647104,4,7.2,7.84,3.168,1.4336,2.68672,1.337344,8.2674688,2,4.4,3.28,3.856,7.1712,8.63424,4.926848,4.1853696,8,4,4.8,4.16,7.232,7.0464,13.40928,6.681856,6,6,2.8,6.16,6.832,3.7664,1.55328,5.110656,4
"29",1,2.6,1.32,1.064,1.8128,1.16256,0.232512,0.0465024,3,2.2,2.04,2.008,2.8016,1.36032,1.872064,0.3744128,1,2.6,1.32,1.064,1.8128,1.16256,0.232512,0.0465024,3,2.2,2.04,2.008,2.8016,1.36032,1.872064,0.3744128,7,7.8,8.76,14.552,12.5104,12.90208,8.980416,8.1960832,20,12.8,8.96,17.792,13.9584,13.19168,18.638336,20.5276672,7,7.8,8.76,14.552,12.5104,12.90208,8.980416,8.1960832,20,12.8,8.96,17.792,13.9584,13.19168,18.638336,20.5276672,4,3.2,2.24,4.448,4.8896,5.77792,2.755584,2.1511168,6,4.4,4.08,4.816,4.1632,4.03264,6.406528,4.4813056,4,3.2,2.24,4.448,4.8896,5.77792,2.755584,2.1511168,6,4.4,4.08,4.816,4.1632,4.03264,6.406528,4.4813056,7,6.2,10.04,5.208,4.2416,7.24832,2.249664,1.2499328,13,5,3.4,2.28,4.456,8.0912,8.81824,9.763648,2,3.6,3.12,5.424,5.0848,2.61696,2.123392,3.6246784,9,9,4.2,8.04,4.008,9.6016,7.52032,7.904064,13
"30",1,2.6,1.32,0.264,0.8528,0.17056,0.034112,1.6068224,3,0.6,1.72,2.744,2.1488,1.22976,4.245952,2.4491904,1,2.6,1.32,0.264,0.8528,0.17056,0.034112,1.6068224,3,0.6,1.72,2.744,2.1488,1.22976,4.245952,2.4491904,12,13.6,16.32,11.264,8.6528,16.93056,10.586112,14.9172224,25,15.4,13.48,9.896,11.5792,6.31584,18.063168,8.4126336,12,13.6,16.32,11.264,8.6528,16.93056,10.586112,14.9172224,25,15.4,13.48,9.896,11.5792,6.31584,18.063168,8.4126336,4,4.8,2.56,2.912,2.1824,4.43648,3.287296,4.6574592,7,3.8,4.76,5.752,5.1504,2.63008,9.326016,5.0652032,4,4.8,2.56,2.912,2.1824,4.43648,3.287296,4.6574592,7,3.8,4.76,5.752,5.1504,2.63008,9.326016,5.0652032,2,7.6,7.12,4.624,6.5248,6.90496,4.580992,8.1161984,6,4.4,5.68,2.736,6.9472,4.58944,1.717888,2.7435776,5,4.2,4.84,3.368,5.4736,3.49472,4.698944,7.3397888,7,7,4.6,6.52,3.704,6.3408,1.26816,3.453632,7
"31",0,0,0.8,0.16,3.232,2.2464,2.04928,2.009856,1,1.8,0.36,0.872,1.7744,1.15488,0.230976,0.0461952,0,0,0.8,0.16,3.232,2.2464,2.04928,2.009856,1,1.8,0.36,0.872,1.7744,1.15488,0.230976,0.0461952,6,10,10,12.4,12.08,8.016,17.6032,12.32064,14,16.4,16.08,12.816,16.1632,14.43264,9.286528,11.4573056,6,10,10,12.4,12.08,8.016,17.6032,12.32064,14,16.4,16.08,12.816,16.1632,14.43264,9.286528,11.4573056,1,3.4,3.88,4.776,4.9552,4.19104,6.438208,6.8876416,4,7.2,3.04,3.808,5.5616,4.31232,2.462464,3.6924928,1,3.4,3.88,4.776,4.9552,4.19104,6.438208,6.8876416,4,7.2,3.04,3.808,5.5616,4.31232,2.462464,3.6924928,9,5.8,3.56,6.312,4.4624,4.89248,8.178496,6.4356992,3,7,8.6,4.92,9.784,7.5568,2.31136,4.462272,2,2,2.8,2.96,2.992,3.7984,4.75968,4.951936,4,4,9.6,5.92,3.584,6.3168,2.86336,2.972672,10
"32",0,0.8,0.16,2.432,1.2864,1.05728,1.811456,1.1622912,3,3,2.2,2.04,0.408,2.4816,1.29632,1.059264,0,0.8,0.16,2.432,1.2864,1.05728,1.811456,1.1622912,3,3,2.2,2.04,0.408,2.4816,1.29632,1.059264,6,12.4,16.08,14.416,10.8832,10.97664,10.995328,7.7990656,13,9,13.8,13.96,8.392,10.4784,14.89568,10.979136,6,12.4,16.08,14.416,10.8832,10.97664,10.995328,7.7990656,13,9,13.8,13.96,8.392,10.4784,14.89568,10.979136,0,2.4,4.48,6.496,4.4992,2.49984,4.499968,3.2999936,6,4.4,6.48,6.096,2.8192,5.36384,5.072768,2.6145536,0,2.4,4.48,6.496,4.4992,2.49984,4.499968,3.2999936,6,4.4,6.48,6.096,2.8192,5.36384,5.072768,2.6145536,3,5.4,4.28,5.656,3.5312,7.90624,7.181248,6.2362496,5,4.2,4.84,5.768,3.5536,3.11072,2.222144,4.4444288,6,5.2,8.24,7.248,4.6496,6.52992,4.505984,3.3011968,2,4.4,3.28,4.656,3.3312,3.06624,6.213248,2.8426496,4
"33",0,1.6,3.52,2.304,2.0608,2.81216,1.362432,0.2724864,6,3.6,1.52,1.104,1.8208,1.96416,3.592832,2.3185664,0,1.6,3.52,2.304,2.0608,2.81216,1.362432,0.2724864,6,3.6,1.52,1.104,1.8208,1.96416,3.592832,2.3185664,11,11.8,13.56,19.512,11.9024,14.38048,12.476096,12.0952192,16,16.8,16.96,13.792,16.3584,13.67168,13.934336,11.5868672,11,11.8,13.56,19.512,11.9024,14.38048,12.476096,12.0952192,16,16.8,16.96,13.792,16.3584,13.67168,13.934336,11.5868672,4,5.6,6.72,6.144,3.6288,6.32576,2.865152,3.7730304,12,8.8,8.96,4.192,5.6384,5.12768,7.425536,7.0851072,4,5.6,6.72,6.144,3.6288,6.32576,2.865152,3.7730304,12,8.8,8.96,4.192,5.6384,5.12768,7.425536,7.0851072,7,4.6,3.32,9.464,4.2928,3.25856,2.251712,4.4503424,5,2.6,2.92,0.584,3.3168,6.26336,5.252672,5.8505344,3,3.8,7.16,3.032,3.0064,6.20128,6.840256,4.5680512,4,5.6,5.12,4.224,5.6448,5.12896,4.225792,4.0451584,13
"34",1,1.8,1.16,1.832,1.1664,1.83328,2.766656,2.1533312,3,0.6,1.72,2.744,1.3488,1.06976,1.013952,0.2027904,1,1.8,1.16,1.832,1.1664,1.83328,2.766656,2.1533312,3,0.6,1.72,2.744,1.3488,1.06976,1.013952,0.2027904,13,17,9.8,9.16,10.632,12.5264,8.90528,11.381056,15,12.6,16.12,16.024,24.0048,16.80096,18.560192,10.9120384,13,17,9.8,9.16,10.632,12.5264,8.90528,11.381056,15,12.6,16.12,16.024,24.0048,16.80096,18.560192,10.9120384,7,8.6,3.32,4.664,2.5328,4.50656,4.101312,5.6202624,8,6.4,4.48,4.896,7.3792,5.47584,6.695168,2.1390336,7,8.6,3.32,4.664,2.5328,4.50656,4.101312,5.6202624,8,6.4,4.48,4.896,7.3792,5.47584,6.695168,2.1390336,4,6.4,4.48,4.896,3.3792,4.67584,1.735168,2.7470336,3,3.8,3.96,6.392,5.2784,3.45568,12.691136,6.5382272,5,5,5,6.6,5.32,9.864,3.5728,3.91456,3,4.6,7.32,3.864,4.7728,2.55456,6.110912,9.2221824,14
"35",3,3.8,0.76,2.552,0.5104,0.90208,1.780416,0.3560832,3,2.2,0.44,0.088,1.6176,1.92352,1.184704,0.2369408,3,3.8,0.76,2.552,0.5104,0.90208,1.780416,0.3560832,3,2.2,0.44,0.088,1.6176,1.92352,1.184704,0.2369408,16,16,12,14.4,10.08,13.216,12.2432,19.24864,9,6.6,14.12,8.424,12.0848,8.01696,10.403392,8.4806784,16,16,12,14.4,10.08,13.216,12.2432,19.24864,9,6.6,14.12,8.424,12.0848,8.01696,10.403392,8.4806784,6,5.2,1.84,6.768,2.9536,3.79072,5.558144,4.3116288,4,2.4,2.88,1.376,2.6752,3.73504,3.147008,2.2294016,6,5.2,1.84,6.768,2.9536,3.79072,5.558144,4.3116288,4,2.4,2.88,1.376,2.6752,3.73504,3.147008,2.2294016,9,5,2.6,4.52,7.304,7.0608,7.81216,9.562432,2,1.2,4.24,3.248,1.4496,4.28992,3.257984,1.4515968,13,4.2,4.04,5.608,5.1216,5.02432,1.004864,1.8009728,7,4.6,4.12,5.624,5.1248,6.62496,5.324992,3.4649984,5
"36",1,3.4,1.48,2.696,2.1392,1.22784,1.045568,1.8091136,2,0.4,0.88,1.776,3.5552,1.51104,1.902208,1.9804416,1,3.4,1.48,2.696,2.1392,1.22784,1.045568,1.8091136,2,0.4,0.88,1.776,3.5552,1.51104,1.902208,1.9804416,13,17,10.6,23.72,18.344,14.0688,11.61376,7.122752,18,7.6,15.12,12.624,12.1248,12.82496,12.164992,15.2329984,13,17,10.6,23.72,18.344,14.0688,11.61376,7.122752,18,7.6,15.12,12.624,12.1248,12.82496,12.164992,15.2329984,6,6.8,5.36,5.872,5.9744,4.39488,3.278976,3.8557952,2,2,3.6,5.52,5.104,5.8208,5.96416,5.192832,6,6.8,5.36,5.872,5.9744,4.39488,3.278976,3.8557952,2,2,3.6,5.52,5.104,5.8208,5.96416,5.192832,6,4.4,3.28,7.856,10.3712,9.27424,4.254848,3.2509696,8,3.2,7.04,6.208,4.4416,7.28832,7.857664,8.7715328,3,1.4,5.08,1.016,4.2032,3.24064,6.248128,4.4496256,9,5,6.6,10.12,5.224,5.0448,2.60896,3.721792,9
"37",0,2.4,2.88,0.576,2.5152,2.10304,2.020608,1.2041216,0,0.8,0.96,0.192,0.0384,0.80768,0.161536,1.6323072,0,2.4,2.88,0.576,2.5152,2.10304,2.020608,1.2041216,0,0.8,0.96,0.192,0.0384,0.80768,0.161536,1.6323072,13,14.6,9.32,15.464,10.2928,11.65856,11.931712,7.9863424,18,14,14,6.8,9.36,12.272,14.4544,13.29088,13,14.6,9.32,15.464,10.2928,11.65856,11.931712,7.9863424,18,14,14,6.8,9.36,12.272,14.4544,13.29088,1,6.6,4.52,1.704,5.1408,3.42816,3.885632,3.1771264,7,7,3.8,2.36,2.872,4.5744,1.71488,3.542976,1,6.6,4.52,1.704,5.1408,3.42816,3.885632,3.1771264,7,7,3.8,2.36,2.872,4.5744,1.71488,3.542976,3,3,3.8,7.16,3.032,3.0064,6.20128,6.840256,10,5.2,5.84,5.168,4.2336,5.64672,5.129344,4.2258688,3,5.4,4.28,3.256,7.8512,10.37024,9.274048,4.2548096,6,7.6,3.12,7.024,6.2048,4.44096,7.288192,7.8576384,8
"38",1,1,1.8,1.96,1.192,2.6384,1.32768,1.065536,0,0,3.2,1.44,1.888,1.9776,1.99552,1.999104,1,1,1.8,1.96,1.192,2.6384,1.32768,1.065536,0,0,3.2,1.44,1.888,1.9776,1.99552,1.999104,10,13.2,7.44,11.888,12.7776,12.95552,14.591104,9.3182208,12,7.2,14.24,16.448,20.0896,13.61792,13.123584,8.2247168,10,13.2,7.44,11.888,12.7776,12.95552,14.591104,9.3182208,12,7.2,14.24,16.448,20.0896,13.61792,13.123584,8.2247168,3,3.8,2.36,4.472,3.2944,3.85888,4.771776,1.7543552,7,2.2,4.44,2.488,5.2976,5.05952,5.011904,5.8023808,3,3.8,2.36,4.472,3.2944,3.85888,4.771776,1.7543552,7,2.2,4.44,2.488,5.2976,5.05952,5.011904,5.8023808,6,3.6,1.52,5.104,1.0208,4.20416,3.240832,6.2481664,3,7.8,4.76,6.552,10.1104,5.22208,5.044416,2.6088832,4,4,7.2,7.84,3.168,1.4336,2.68672,1.337344,0,1.6,4.32,3.264,3.8528,7.17056,8.634112,4.9268224,9
"39",1,0.2,0.04,1.608,0.3216,0.06432,0.812864,3.3625728,0,3.2,3.84,1.568,2.7136,1.34272,0.268544,0.8537088,1,0.2,0.04,1.608,0.3216,0.06432,0.812864,3.3625728,0,3.2,3.84,1.568,2.7136,1.34272,0.268544,0.8537088,12,8,5.6,7.52,7.104,7.0208,5.40416,12.280832,12,17.6,17.92,10.784,14.1568,10.83136,17.366272,13.0732544,12,8,5.6,7.52,7.104,7.0208,5.40416,12.280832,12,17.6,17.92,10.784,14.1568,10.83136,17.366272,13.0732544,5,2.6,2.12,3.624,1.5248,1.90496,1.980992,6.7961984,2,10.8,7.76,3.152,7.0304,4.60608,4.921216,2.5842432,5,2.6,2.12,3.624,1.5248,1.90496,1.980992,6.7961984,2,10.8,7.76,3.152,7.0304,4.60608,4.921216,2.5842432,7,3,2.2,2.84,2.968,2.9936,3.79872,4.759744,3,3.8,3.96,9.592,5.9184,3.58368,6.316736,2.8633472,0,6.4,3.68,4.736,4.1472,7.22944,7.045888,13.4091776,4,5.6,5.92,2.784,6.1568,6.83136,3.766272,1.5532544,10
"40",1,2.6,1.32,0.264,2.4528,2.09056,3.618112,2.3236224,0,0.8,0.16,0.832,1.7664,1.95328,1.190656,1.0381312,1,2.6,1.32,0.264,2.4528,2.09056,3.618112,2.3236224,0,0.8,0.16,0.832,1.7664,1.95328,1.190656,1.0381312,23,24.6,13.72,15.544,15.9088,16.78176,16.156352,13.6312704,8,11.2,7.84,9.568,9.1136,9.82272,6.764544,6.9529088,23,24.6,13.72,15.544,15.9088,16.78176,16.156352,13.6312704,8,11.2,7.84,9.568,9.1136,9.82272,6.764544,6.9529088,8,7.2,3.84,2.368,4.4736,5.69472,8.338944,4.8677888,1,3.4,3.88,3.976,4.7952,3.35904,1.471808,2.6943616,8,7.2,3.84,2.368,4.4736,5.69472,8.338944,4.8677888,1,3.4,3.88,3.976,4.7952,3.35904,1.471808,2.6943616,3,5.4,5.08,8.216,7.2432,4.64864,6.529728,4.5059456,1,1.8,4.36,3.272,4.6544,3.33088,3.066176,6.2132352,3,7.8,4.76,2.552,4.5104,7.30208,7.060416,7.8120832,2,2,1.2,4.24,3.248,1.4496,4.28992,3.257984,9
"41",4,3.2,0.64,0.928,1.7856,1.15712,1.831424,1.1662848,0,2.4,2.88,3.776,3.1552,1.43104,1.886208,1.9772416,4,3.2,0.64,0.928,1.7856,1.15712,1.831424,1.1662848,0,2.4,2.88,3.776,3.1552,1.43104,1.886208,1.9772416,19,11,12.6,16.12,12.824,23.3648,13.47296,15.494592,17,16.2,14.44,14.088,24.4176,13.68352,20.336704,12.8673408,19,11,12.6,16.12,12.824,23.3648,13.47296,15.494592,17,16.2,14.44,14.088,24.4176,13.68352,20.336704,12.8673408,4,4,3.2,7.84,6.368,7.6736,6.33472,5.266944,3,5.4,5.08,6.616,6.1232,2.82464,6.964928,5.3929856,4,4,3.2,7.84,6.368,7.6736,6.33472,5.266944,3,5.4,5.08,6.616,6.1232,2.82464,6.964928,5.3929856,7,3,3.8,3.16,5.432,5.0864,2.61728,2.123456,6,8.4,8.88,4.176,8.0352,4.00704,9.601408,7.5202816,3,7.8,5.56,3.512,6.3024,4.46048,4.892096,8.1784192,7,3.8,7.16,8.632,4.9264,9.78528,7.557056,2.3114112,7
"42",0,2.4,2.88,2.176,2.0352,2.00704,0.401408,1.6802816,3,1.4,1.88,1.176,2.6352,1.32704,1.865408,1.1730816,0,2.4,2.88,2.176,2.0352,2.00704,0.401408,1.6802816,3,1.4,1.88,1.176,2.6352,1.32704,1.865408,1.1730816,12,18.4,17.28,17.056,14.6112,10.92224,14.184448,11.6368896,13,8.2,11.24,8.648,12.9296,7.38592,11.077184,9.4154368,12,18.4,17.28,17.056,14.6112,10.92224,14.184448,11.6368896,13,8.2,11.24,8.648,12.9296,7.38592,11.077184,9.4154368,2,5.2,7.44,4.688,5.7376,4.34752,1.669504,2.7339008,7,4.6,5.72,2.744,6.1488,2.82976,3.765952,2.3531904,2,5.2,7.44,4.688,5.7376,4.34752,1.669504,2.7339008,7,4.6,5.72,2.744,6.1488,2.82976,3.765952,2.3531904,2,10.8,3.76,3.952,5.5904,5.11808,5.023616,1.0047232,3,6.2,4.44,4.088,5.6176,5.12352,6.624704,5.3249408,3,2.2,7.64,7.128,4.6256,6.52512,6.905024,4.5810048,4,5.6,4.32,5.664,2.7328,6.94656,4.589312,1.7178624,12
"43",2,2.8,0.56,0.112,1.6224,1.12448,1.824896,1.9649792,2,0.4,0.88,0.176,1.6352,1.92704,1.985408,1.1970816,2,2.8,0.56,0.112,1.6224,1.12448,1.824896,1.9649792,2,0.4,0.88,0.176,1.6352,1.92704,1.985408,1.1970816,13,13,8.2,5.64,13.928,7.5856,19.11712,9.423424,17,8.2,10.44,15.688,11.1376,10.22752,10.845504,8.5691008,13,13,8.2,5.64,13.928,7.5856,19.11712,9.423424,17,8.2,10.44,15.688,11.1376,10.22752,10.845504,8.5691008,5,5.8,4.36,2.472,4.4944,2.49888,6.899776,6.1799552,4,0.8,2.56,1.312,5.0624,4.21248,5.642496,1.9284992,5,5.8,4.36,2.472,4.4944,2.49888,6.899776,6.1799552,4,0.8,2.56,1.312,5.0624,4.21248,5.642496,1.9284992,7,5.4,5.08,5.016,6.6032,5.32064,9.864128,3.5728256,7,3.8,4.76,7.352,3.8704,4.77408,2.554816,6.1109632,10,7.6,4.72,3.344,9.4688,4.29376,3.258752,2.2517504,3,4.6,2.52,2.904,0.5808,3.31616,6.263232,5.2526464,10
"44",0,0,0.8,0.16,2.432,1.2864,1.05728,1.811456,1,2.6,2.92,2.184,2.0368,0.40736,2.481472,1.2962944,0,0,0.8,0.16,2.432,1.2864,1.05728,1.811456,1,2.6,2.92,2.184,2.0368,0.40736,2.481472,1.2962944,8,6.4,12.48,16.096,14.4192,10.88384,10.976768,10.9953536,23,15,9.4,13.88,13.976,8.3952,10.47904,14.895808,8,6.4,12.48,16.096,14.4192,10.88384,10.976768,10.9953536,23,15,9.4,13.88,13.976,8.3952,10.47904,14.895808,1,0.2,2.44,4.488,6.4976,4.49952,2.499904,4.4999808,8,6.4,4.48,6.496,6.0992,2.81984,5.363968,5.0727936,1,0.2,2.44,4.488,6.4976,4.49952,2.499904,4.4999808,8,6.4,4.48,6.496,6.0992,2.81984,5.363968,5.0727936,1,2.6,5.32,4.264,5.6528,3.53056,7.906112,7.1812224,3,4.6,4.12,4.824,5.7648,3.55296,3.110592,2.2221184,7,4.6,6.52,4.504,4.9008,3.38016,4.676032,1.7352064,7,3.8,3.96,3.992,6.3984,5.27968,3.455936,12.6911872,6
"45",3,5.4,1.08,1.816,1.9632,1.19264,1.038528,1.0077056,3,0.6,1.72,0.344,1.6688,1.93376,3.586752,2.3173504,3,5.4,1.08,1.816,1.9632,1.19264,1.038528,1.0077056,3,0.6,1.72,0.344,1.6688,1.93376,3.586752,2.3173504,12,15.2,12.64,14.528,10.9056,12.58112,7.316224,8.6632448,16,12,16.8,16.96,16.192,12.8384,15.36768,11.873536,12,15.2,12.64,14.528,10.9056,12.58112,7.316224,8.6632448,16,12,16.8,16.96,16.192,12.8384,15.36768,11.873536,7,11,7,7,6.2,5.24,1.848,1.9696,5,4.2,8.04,5.608,5.1216,3.42432,7.884864,3.9769728,7,11,7,7,6.2,5.24,1.848,1.9696,5,4.2,8.04,5.608,5.1216,3.42432,7.884864,3.9769728,4,4.8,4.16,4.832,3.3664,5.47328,3.494656,4.6989312,3,6.2,6.84,4.568,6.5136,3.70272,6.340544,1.2681088,6,6.8,6.16,10.032,5.2064,4.24128,7.248256,2.2496512,7,11.8,4.76,3.352,2.2704,4.45408,8.090816,8.8181632,19
"46",3,0.6,0.12,0.024,0.8048,0.16096,3.232192,2.2464384,2,1.2,1.04,1.808,0.3616,0.87232,1.774464,1.1548928,3,0.6,0.12,0.024,0.8048,0.16096,3.232192,2.2464384,2,1.2,1.04,1.808,0.3616,0.87232,1.774464,1.1548928,16,12.8,7.36,10.272,10.0544,12.41088,12.082176,8.0164352,8,11.2,13.44,16.288,16.0576,12.81152,16.162304,14.4324608,16,12.8,7.36,10.272,10.0544,12.41088,12.082176,8.0164352,8,11.2,13.44,16.288,16.0576,12.81152,16.162304,14.4324608,8,3.2,1.44,3.488,3.8976,4.77952,4.955904,4.1911808,4,4.8,4.16,7.232,3.0464,3.80928,5.561856,4.3123712,8,3.2,1.44,3.488,3.8976,4.77952,4.955904,4.1911808,4,4.8,4.16,7.232,3.0464,3.80928,5.561856,4.3123712,4,3.2,7.84,5.568,3.5136,6.30272,4.460544,4.8921088,3,6.2,3.64,7.128,8.6256,4.92512,9.785024,7.5570048,8,3.2,11.04,3.808,3.9616,5.59232,5.118464,5.0236928,4,3.2,6.24,4.448,4.0896,5.61792,5.123584,6.6247168,5
"47",1,2.6,2.92,3.784,0.7568,2.55136,0.510272,0.9020544,1,0.2,2.44,2.088,0.4176,0.08352,1.616704,1.9233408,1,2.6,2.92,3.784,0.7568,2.55136,0.510272,0.9020544,1,0.2,2.44,2.088,0.4176,0.08352,1.616704,1.9233408,8,12,15.2,15.84,11.968,14.3936,10.07872,13.215744,17,13,9.8,6.76,14.152,8.4304,12.08608,8.017216,8,12,15.2,15.84,11.968,14.3936,10.07872,13.215744,17,13,9.8,6.76,14.152,8.4304,12.08608,8.017216,1,5.8,5.96,5.192,1.8384,6.76768,2.953536,3.7907072,8,3.2,3.84,2.368,2.8736,1.37472,2.674944,3.7349888,1,5.8,5.96,5.192,1.8384,6.76768,2.953536,3.7907072,8,3.2,3.84,2.368,2.8736,1.37472,2.674944,3.7349888,5,3.4,7.88,4.776,2.5552,4.51104,7.302208,7.0604416,4,2.4,2.08,1.216,4.2432,3.24864,1.449728,4.2899456,2,2.8,2.96,3.792,7.1584,3.03168,3.006336,6.2012672,6,9.2,5.04,5.808,5.1616,4.23232,5.646464,5.1292928,22
